發生時間,發生地點,死亡人數,車種
108年02月06日 14時40分00秒,彰化縣溪州鄉舊眉村溪斗路99號前0.0公尺前,1,普通重型-機車
108年02月06日 16時25分00秒,臺東縣成功鎮台11線 128公里北側向路肩,1,自用-小客車;乘客-人
108年02月06日 22時38分00秒,雲林縣東勢鄉嘉隆村南興街,1,自用-小客車;行人-人;行人-人
108年02月07日 04時28分00秒,嘉義市東區興安里興安街前0.0公尺,1,普通重型-機車
108年02月07日 09時45分00秒,臺南市鹽水區台19線 110公里,1,普通重型-機車
108年02月07日 13時43分00秒,高雄市大寮區前庄路 / 高雄市大寮區國華街,1,自用-小客車;普通重型-機車;乘客-人
108年02月07日 14時47分00秒,彰化縣埤頭鄉合興村彰水路2段 / 彰化縣埤頭鄉合興村埤圳南路,1,自用-小客車;自用-小客車;自用-小客車;乘客-人;乘客-人
108年02月07日 17時42分00秒,新竹縣芎林鄉永興村富林路一段518號旁22公尺處,1,自用-小客車;乘客-人;乘客-人;乘客-人
108年02月07日 23時15分00秒,高雄市旗山區台28省道馬頭幹28號前0.0公尺,1,自用-小客車
108年02月08日 15時26分31秒,臺南市關廟區新埔里新埔二街72巷前0.0公尺,1,普通重型-機車;乘客-人
108年02月08日 16時28分35秒,南投縣埔里鎮崇文街、中山路一段口,1,自用-小客車;普通重型-機車
108年02月09日 03時56分00秒,臺北市信義區松仁路前0.0公尺,1,自用-小客車;普通重型-機車
108年02月09日 09時12分00秒,臺中市北屯區大坑里東山路二段前0.0公尺,1,普通重型-機車;普通重型-機車
108年02月09日 11時59分00秒,新北市八里區龍米路2段96號前0.0公尺,1,人力車-慢車;電動輔助自行車-慢車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人
108年02月09日 20時27分00秒,臺北市內湖區潭美街 / 臺北市內湖區安美街,1,自用-小貨車(含客、貨兩用);普通重型-機車
108年02月09日 22時15分00秒,桃園市平鎮區中山路92號前0.0公尺,1,自用-小客車;行人-人
108年02月10日 14時39分59秒,宜蘭縣宜蘭市環市東路2段前0.0公尺,1,自用-小客車;乘客-人
108年02月10日 15時16分00秒,雲林縣虎尾鎮墾地里雲97公路293273燈桿前路口,1,自用-大貨車;普通重型-機車
108年02月10日 18時05分00秒,彰化縣員林市南平里員林大道5段 / 彰化縣員林市南平里龍富街,1,自用-小客車;普通重型-機車
108年02月10日 18時20分00秒,雲林縣元長鄉台19公路與潭東村路口,1,行人-人;普通重型-機車
108年02月10日 19時40分00秒,臺中市大安區龜殼里西濱公路前0.0公尺,1,行人-人;自用-小客車
108年02月11日 01時29分39秒,桃園市中壢區環中東路口 / 桃園市中壢區新中北路口,1,自用-小客車;行人-人
108年02月11日 05時00分41秒,臺中市南屯區國道1號 184公里500.0公尺處北側向外側,1,其他人-人;自用-小貨車(含客、貨兩用);營業用-半聯結車;自用-大貨車;自用-小客車;營業用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);自用-小客車
108年02月11日 05時39分00秒,新北市新莊區重新堤外道路 / 新北市新莊區21號越堤道,1,營業用-曳引車;普通重型-機車
108年02月11日 09時58分00秒,高雄市大樹區無名路前0.0公尺,1,營業用-小貨車(含客、貨兩用);普通重型-機車
108年02月11日 12時15分14秒,嘉義縣六腳鄉正義村中溝產業道路(無名橋),1,普通輕型-機車;自用-小客車
108年02月11日 12時32分00秒,臺東縣臺東市東45線6公里300公尺處(利吉大橋上),1,普通重型-機車
108年02月11日 14時45分20秒,桃園市平鎮區平東路1段口 / 桃園市平鎮區廟前路口,1,營業用-曳引車;行人-人;營業用-曳引車
108年02月11日 19時17分30秒,屏東縣潮州鎮潮義路221號前,1,自用-小客車;乘客-人;乘客-人
108年02月12日 02時55分00秒,基隆市暖暖區八堵路 / 基隆市暖暖區八堵路,1,普通重型-機車;自用-小客車
108年02月12日 06時24分00秒,彰化縣線西鄉寓埔村中華路 / 彰化縣線西鄉寓埔村中央路2段,1,自用-小貨車(含客、貨兩用);自用-小客車
108年02月12日 13時28分08秒,宜蘭縣大同鄉台7線 102公里400.0公尺處,1,普通重型-機車;自用-小客車
108年02月12日 14時34分00秒,南投縣南投市中研路與文獻路口,1,民營客運-大客車;普通重型-機車
108年02月12日 20時02分09秒,苗栗縣頭份市忠孝二路與忠孝一路69巷口,1,普通重型-機車;行人-人
108年02月13日 03時15分00秒,新北市新莊區環漢路516號前0.0公尺,1,普通重型-機車
108年02月13日 06時09分00秒,苗栗縣造橋鄉龍昇村苗8線5公里西向車道(大山交流道北上匝道口附近),1,自用-小客車;行人-人
108年02月13日 10時35分39秒,新竹縣橫山鄉新竹縣橫山鄉油羅溪橋北端,1,普通重型-機車;自用-小客車
108年02月13日 14時00分00秒,屏東縣萬丹鄉萬生村萬壽路1段252號,1,普通重型-機車;普通重型-機車
108年02月13日 19時05分00秒,臺中市西屯區潮洋里臺灣大道三段前0.0公尺,1,大型重型2(250-550C.C.)-機車;民營公車-大客車
108年02月13日 19時12分00秒,高雄市左營區翠華路 / 高雄市左營區新庄仔路,1,自用-小客車;腳踏自行車-慢車;普通重型-機車
108年02月14日 07時50分00秒,屏東縣屏東市忠孝路前0.0公尺,1,自用-小客車;普通重型-機車
108年02月14日 08時21分00秒,桃園市大溪區員林路3段口 / 桃園市大溪區員林路3段口,1,普通重型-機車;普通重型-機車
108年02月14日 08時54分00秒,臺中市沙鹿區西勢里中清路七段357號前0.0公尺,1,普通重型-機車;自用-小客車
108年02月14日 16時18分00秒,宜蘭縣南澳鄉信義路陽明巷巷5-5號前0.0公尺東側,2,大型重型2(250-550C.C.)-機車;普通重型-機車;自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人
108年02月14日 20時31分41秒,臺南市新化區豐榮里中山路693-10號前0.0公尺,1,行人-人;自用-小貨車(含客、貨兩用)
108年02月14日 21時56分25秒,新竹市香山區食品路口 / 新竹市香山區食品路,1,普通重型-機車;大型重型2(250-550C.C.)-機車;普通重型-機車;乘客-人
108年02月15日 01時16分00秒,屏東縣內埔鄉龍泉村中勝路255號前,1,普通重型-機車
108年02月15日 07時13分00秒,雲林縣麥寮鄉崙後村鄉道3-1與圳寮產業道路口,1,自用-小客車;普通重型-機車;乘客-人
108年02月15日 08時07分00秒,新竹縣竹北市縣政二路與福興路口,1,普通重型-機車;自用-小客車
108年02月15日 08時28分00秒,臺中市北屯區松強里松竹路二段300-1號前0.0公尺,1,自用-小貨車(含客、貨兩用);行人-人
108年02月15日 12時55分00秒,新北市坪林區北宜公路前0.0公尺,1,普通重型-機車
108年02月16日 04時48分34秒,新竹市東區中華路一段2巷91弄前0.0公尺,1,普通重型-機車
108年02月16日 07時24分30秒,嘉義縣義竹鄉新店村14鄰275-2號旁產業道路,1,自用-小客車;自用-大貨車;乘客-人;乘客-人
108年02月16日 13時20分00秒,南投縣埔里鎮福興里福興路68號北側,1,農耕用車(或機械)-其他車
108年02月16日 19時04分51秒,苗栗縣銅鑼鄉苗128線14.5K處附近,1,普通重型-機車
108年02月16日 23時02分51秒,臺南市官田區渡拔里台84線27.66 公里處(西往東內側車道),1,大型重型2(250-550C.C.)-機車;自用-小客車;自用-小客車;乘客-人
108年02月17日 00時00分00秒,臺南市永康區中山南路前0.0公尺,1,行人-人;自用-小客車
108年02月17日 05時22分57秒,苗栗縣通霄鎮台1線 131公里附近向機、慢車道,1,普通重型-機車
108年02月17日 05時52分00秒,高雄市橋頭區隆豐路白樹243燈號前0.0公尺,1,自用-小客車;普通重型-機車
108年02月17日 12時30分00秒,宜蘭縣壯圍鄉忠孝村中央路3段468巷107號前0.0公尺,1,普通重型-機車;自用-小客車
108年02月17日 17時55分00秒,臺南市新化區太平里中正路990號前0.0公尺附近,1,自用-小客車;自用-小客車;自用-小客車;乘客-人
108年02月18日 07時17分00秒,屏東縣鹽埔鄉台27線46公里處,1,普通重型-機車;自用-小客車
108年02月18日 14時25分00秒,基隆市仁愛區南榮路198號南榮公墓前,2,行人-人;自用-小客車;行人-人
108年02月18日 14時31分00秒,彰化縣二林鎮香田里儒林路前0.0公尺,1,營業用-大貨車;普通重型-機車
108年02月18日 17時16分00秒,高雄市小港區沿海三路0號前0.0公尺,1,普通重型-機車;普通重型-機車
108年02月18日 18時47分00秒,高雄市茄萣區東方路1段前0.0公尺,1,行人-人;自用-小客車
108年02月18日 21時13分00秒,高雄市岡山區岡山路 / 高雄市岡山區嘉新西路,1,普通重型-機車;自用-小客車;乘客-人
108年02月18日 22時10分00秒,雲林縣古坑鄉桂林村桃源路8-8號,1,大型重型1(550C.C.以上)-機車
108年02月19日 06時09分00秒,臺中市大肚區蔗廍里向上路五段前0.0公尺,1,自用-小客車;行人-人
108年02月19日 07時35分08秒,苗栗縣竹南鎮大埔里想思林33號前,1,營業用-大貨車;普通重型-機車
108年02月19日 10時02分00秒,嘉義市東區盧厝里大雅路1段 / 嘉義市東區盧厝里大雅路1段,1,普通重型-機車;普通重型-機車
108年02月19日 16時51分00秒,臺北市士林區格致路 / 臺北市士林區愛富二街,1,民營客運-大客車;行人-人
108年02月19日 18時43分00秒,苗栗縣三義鄉國道1號 150公里900.0公尺處北側向外側,1,營業用-大貨車;營業用-半聯結車;乘客-人
108年02月20日 05時05分00秒,新竹縣新埔鎮義民路3段506巷口,1,行人-人;普通重型-機車
108年02月20日 09時24分00秒,彰化縣花壇鄉南口村中山路2段前0.0公尺,1,自用-小貨車(含客、貨兩用);普通重型-機車
108年02月20日 10時35分12秒,南投縣草屯鎮國道6號 5公里西側向交流道,1,營業用-半聯結車
108年02月20日 21時16分10秒,新竹市東區公道五路二段口 / 新竹市東區水源街口,1,自用-小客車;普通重型-機車
108年02月21日 06時20分00秒,臺南市玉井區台20線 35公里東側向路肩,1,自用-小客車
108年02月21日 09時23分00秒,高雄市大寮區中正路近文化路號前0.0公尺,1,自用-小貨車(含客、貨兩用);行人-人
108年02月21日 10時18分00秒,高雄市鳳山區博愛路239號前0.0公尺,1,普通重型-機車;普通重型-機車
108年02月21日 12時11分33秒,桃園市觀音區崙坪里忠愛路1段307號前0.0公尺南側,1,自用-小貨車(含客、貨兩用);大型重型1(550C.C.以上)-機車;自用-小客車
108年02月21日 17時30分00秒,桃園市蘆竹區八德一路口 / 桃園市蘆竹區寶順街口,1,自用-小客車;普通重型-機車
108年02月21日 17時58分00秒,臺北市內湖區南京東路6段368巷10號前0.0公尺,1,自用-小貨車(含客、貨兩用);行人-人
108年02月22日 07時09分00秒,臺北市內湖區民權東路6段21巷前0.0公尺,1,自用-小客車;行人-人
108年02月22日 11時53分00秒,高雄市阿蓮區仁愛路崗山381路燈號前0.0公尺,1,普通重型-機車
108年02月22日 18時37分00秒,臺東縣太麻里鄉泰和村臺9線口 / 臺東縣太麻里鄉泰和村太麻里街口,1,自用-小貨車(含客、貨兩用);普通重型-機車
108年02月22日 19時46分58秒,桃園市中壢區中華路1段口 / 桃園市中壢區復華街口,1,自用-小客車;普通重型-機車;營業用-曳引車
108年02月22日 20時45分00秒,高雄市旗山區旗南一路236之1號前0.0公尺前,1,普通重型-機車;行人-人;自用-小客車
108年02月23日 19時04分02秒,臺南市六甲區二甲里中山路446號對面無名巷內市區道路電桿鳳營高幹37右3N1440FD63,1,普通重型-機車
108年02月24日 00時19分21秒,臺南市龍崎區縣182線 23公里700.0公尺處西側向外側,1,自用-小貨車(含客、貨兩用)
108年02月24日 00時38分00秒,桃園市蘆竹區國道2號 8公里300.0公尺處西側,1,自用-小貨車(含客、貨兩用)
108年02月24日 09時13分55秒,花蓮縣吉安鄉中央路一段與稻香路口以北150公尺處,1,自用-小客車;乘客-人;乘客-人;乘客-人
108年02月24日 18時29分00秒,嘉義縣番路鄉江西村159甲線8K處,1,自用-小貨車(含客、貨兩用);乘客-人
108年02月25日 11時18分00秒,桃園市大溪區東龍街780巷前0.0公尺附近,1,自用-小客車;自用-小客車
108年02月25日 15時00分00秒,臺中市烏日區烏日里新興路前0.0公尺,1,自用-小客車;普通重型-機車;乘客-人
108年02月25日 19時16分00秒,彰化縣彰化市國聖里中山路3段前0.0公尺,1,普通重型-機車;動力機械-其他車;普通重型-機車
108年02月26日 06時16分00秒,桃園市桃園區豐林里介壽路46號前,1,行人-人;普通重型-機車
108年02月26日 11時48分30秒,苗栗縣竹南鎮公義里公義路與香山交流道往南入口處,1,營業用-曳引車;普通重型-機車
108年02月26日 17時34分00秒,屏東縣屏東市大春路附近 / 屏東縣屏東市大春路口,1,普通重型-機車;普通重型-機車;乘客-人
108年02月26日 19時03分00秒,臺北市北投區西安街1段 / 臺北市北投區東陽街,1,自用-大貨車;行人-人
108年02月26日 20時00分00秒,臺北市中山區中山北路1段 / 臺北市中山區天津街,1,自用-小客車;行人-人
108年02月26日 20時07分00秒,新竹縣竹北市東興路一段300號,1,營業用-曳引車;大型重型2(250-550C.C.)-機車
108年02月26日 22時07分00秒,桃園市八德區介壽路二段1352巷前0.0公尺附近,1,普通重型-機車;腳踏自行車-慢車;普通重型-機車
108年02月26日 22時08分00秒,新北市中和區南山路170號前0.0公尺,1,民營公車-大客車;行人-人
108年02月26日 22時20分00秒,雲林縣臺西鄉海北村民權路120之3號前0.0公尺,1,普通重型-機車;自用-小客車
108年02月27日 08時00分00秒,臺中市新社區永源里東山街88-65號前0.0公尺,1,普通重型-機車;自用-大貨車
108年02月27日 14時17分00秒,高雄市鳳山區鳳頂路 / 高雄市鳳山區中安街,1,營業用-曳引車;普通重型-機車
108年02月27日 17時14分00秒,新北市貢寮區臺2丙線道路前0.0公尺,1,自用-小客車;乘客-人;乘客-人;乘客-人
108年02月27日 18時01分00秒,新北市新店區安康路2段 / 新北市新店區安康路2段,1,自用大客車-大客車;普通重型-機車
108年02月27日 18時10分00秒,新北市樹林區八德街232號前0.0公尺,1,自用-小客車;動力機械-其他車
108年02月27日 20時14分00秒,高雄市六龜區新興里二坡40號前0.0公尺前,1,自用-小客車
108年02月28日 05時23分00秒,高雄市大寮區鳳林三路 / 高雄市大寮區萬丹路,1,自用-小貨車(含客、貨兩用);行人-人
108年02月28日 05時38分00秒,高雄市前鎮區一心一路 / 高雄市前鎮區籬仔內路,1,普通重型-機車;行人-人
108年02月28日 13時05分00秒,桃園市平鎮區福龍路1段口 / 桃園市平鎮區福龍路1段口,1,自用-小貨車(含客、貨兩用);普通重型-機車
