發生時間,發生地點,死亡人數,車種
107年1月13日 1時1分秒,嘉義縣番路鄉江西村159甲線號公路7.7公里附近,1,普通重型-機車
107年1月13日 1時15分秒,高雄市內門區內門94號號前.公尺,1,電動自行車-慢車普通重型-機車
107年1月13日 17時24分秒,新北市板橋區華江一路 / 新北市板橋區華江二路,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年1月14日 17時38分52秒,屏東縣牡丹鄉旭海村旭海路42之1號前.公尺,1,行人-人自用-小客車
107年1月15日 4時3分58秒,宜蘭縣三星鄉健富路1段北側 / 宜蘭縣三星鄉上將路5段東側,1,自用-小貨車(含客、貨兩用)營業用-曳引車
107年1月15日 9時15分秒,臺北市北投區大度路2段 / 臺北市北投區大度路2段,1,消防車-特種車
107年1月15日 11時46分秒,臺中市東區東門路28巷前.公尺,1,普通重型-機車自用-小客車
107年1月15日 16時11分秒,高雄市大寮區村立德路149號前.公尺,1,普通重型-機車普通重型-機車
107年1月15日 16時15分秒,彰化縣埔鹽鄉永平村番金路前.公尺,1,普通重型-機車自用-小貨車(含客、貨兩用)乘客-人
107年1月15日 22時1分秒,新北市板橋區文化路1段 / 新北市板橋區民權路,1,自用-小客車普通重型-機車
107年1月16日 9時25分1秒,桃園市八德區大福里介壽路1段與國道2號橋下便道口,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年1月16日 11時52分秒,高雄市前金區村中華四路 / 高雄市前金區新田路,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年1月16日 13時8分23秒,新竹市東區寶山路2號,1,普通重型-機車普通重型-機車普通重型-機車普通重型-機車
107年1月16日 2時29分秒,高雄市三民區村九如三路268巷前.公尺,1,普通重型-機車
107年1月17日 6時27分2秒,臺南市官田區隆田里中山路2段191之1號前.公尺,1,普通重型-機車
107年1月18日 7時11分秒,高雄市路竹區村大公路華山路號前.公尺,1,普通重型-機車
107年1月18日 7時35分8秒,南投縣埔里鎮水頭里水頭路18號北側,1,腳踏自行車-慢車自用-小客車
107年1月18日 17時31分秒,金門縣金寧鄉瓊安路安岐路口,1,自用-小客車普通重型-機車
107年1月19日 7時37分秒,臺中市清水區菁埔里中華北路前.公尺,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年1月19日 12時35分33秒,雲林縣東勢鄉龍潭村158線道路口近152526電桿,1,普通重型-機車自用-小客車
107年1月19日 13時47分47秒,屏東縣屏東市環河路,1,自用-小客車
107年1月19日 16時2分4秒,花蓮縣秀林鄉和平村和平路28-12號前.公尺西側,1,行人-人租賃車-小客車自用-小客車
107年1月19日 17時59分秒,臺北市文山區萬美街1段 / 臺北市文山區萬安街,1,自用-小客車行人-人
107年1月2日 1時27分48秒,臺南市下營區國道1號 297公里5.公尺處南側向內側,2,自用-小客車自用-小客車自用-小客車乘客-人乘客-人乘客-人
107年1月2日 2時分秒,雲林縣西螺鎮埤頭里籃厝公墓(廣興枝54號電桿處),1,普通重型-機車
107年1月2日 8時2分秒,新北市三重區重新堤外道路前.公尺,1,普通重型-機車
107年1月2日 21時29分秒,新北市新莊區壽山路 / 新北市新莊區無名路,1,自用-小貨車(含客、貨兩用)普通重型-機車普通重型-機車
107年1月2日 23時56分秒,臺中市神岡區圳堵里神清路214號前.公尺,1,自用-小客車行人-人
107年1月21日 6時59分秒,新北市五股區9號越堤道前.公尺,1,普通重型-機車
107年1月21日 9時46分秒,高雄市大寮區村鳳林四路14號前.公尺,1,普通重型-機車普通重型-機車
107年1月21日 15時23分秒,新北市五股區疏洪六路前.公尺,1,普通輕型-機車民營客運-大客車
107年1月21日 17時44分秒,屏東縣南州鄉勝利路153號,1,普通重型-機車行人-人
107年1月21日 18時5分7秒,臺南市南區夏林路26號前.公尺,1,自用-小客車行人-人
107年1月21日 2時48分秒,臺南市新化區太平里中正路口 / 臺南市新化區太平里中正路,1,自用-小客車普通重型-機車
107年1月21日 21時39分秒,新北市新莊區大漢橋路前.公尺,1,行人-人自用-小客車
107年1月22日 9時5分36秒,苗栗縣後龍鎮國道3號 128公里北側向內側,1,營業用-半聯結車自用-小貨車(含客、貨兩用)乘客-人乘客-人自用-小客車自用-小客車自用-小貨車(含客、貨兩用)
107年1月22日 19時21分秒,新北市中和區興南路2段46號前.公尺,1,普通重型-機車民營客運-大客車
107年1月23日 9時35分秒,臺南市柳營區台1線 295公里1.公尺處北側向外側,1,普通重型-機車
107年1月23日 12時13分秒,高雄市三民區村建工路58號前.公尺前,1,自用-小客車腳踏自行車-慢車普通重型-機車普通重型-機車普通重型-機車普通重型-機車普通重型-機車普通重型-機車普通重型-機車普通重型-機車普通重型-機車普通重型-機車普通重型-機車普通重型-機車普通重型-機車普通重型-機車普通重型-機車普通重型-機車普通重型-機車普通重型-機車普通重型-機車普通重型-機車腳踏自行車-慢車腳踏自行車-慢車
107年1月23日 14時8分秒,南投縣集集鎮台16線 7公里7.公尺處東側向外側,1,營業用-半聯結車普通重型-機車
107年1月24日 8時55分秒,臺中市沙鹿區六路里臺灣大道路六段前.公尺,1,普通重型-機車行人-人
107年1月24日 1時42分秒,新北市土城區裕民路153號前.公尺,1,自用-小客車行人-人
107年1月25日 14時1分秒,屏東縣潮州鎮民安路與復興路41巷口,1,普通重型-機車普通重型-機車
107年1月25日 17時21分秒,新北市淡水區中山北路1段 / 新北市淡水區大義街,1,自用-小貨車(含客、貨兩用)行人-人
107年1月25日 21時47分48秒,嘉義縣民雄鄉國道1號 257公里北側向外側,2,營業用-大貨車乘客-人
107年1月26日 時27分32秒,雲林縣虎尾鎮延平里145公路中南35-1號,1,普通重型-機車自用-小客車
107年1月26日 3時16分秒,桃園市中壢區中園路2段口 / 桃園市中壢區內定九街口,1,自用-小客車普通重型-機車
107年1月26日 12時分52秒,臺南市仁德區保安里二仁路1段前.公尺,1,普通重型-機車腳踏自行車-慢車
107年1月27日 9時45分秒,新竹市北區中正路東側 / 新竹市北區鐵道路3段東側,1,自用-小客車普通重型-機車
107年1月28日 9時52分秒,臺南市柳營區中埕里柳營路南側 / 臺南市柳營區中埕里長榮路東側,1,自用-小客車普通重型-機車
107年1月28日 9時55分秒,雲林縣林內鄉林北村中正東路4-2號前.公尺,1,自用-小客車乘客-人
107年1月28日 14時3分秒,桃園市大溪區埔頂路1段口 / 桃園市大溪區埔頂路1段口,1,普通重型-機車自用-小貨車(含客、貨兩用)乘客-人
107年1月28日 22時44分秒,桃園市楊梅區永美路口 / 桃園市楊梅區永美路口,1,自用-小貨車(含客、貨兩用)普通重型-機車乘客-人
107年1月3日 時33分秒,新北市新莊區思源路 / 新北市新莊區長青街,1,普通重型-機車自用-小客車
107年1月31日 18時3分3秒,臺南市關廟區山西里南雄路2段527號前.公尺附近,1,普通重型-機車自用-小客車
107年1月31日 18時31分秒,嘉義縣竹崎鄉灣橋村159線25公里4公尺處,1,自用-小客車普通重型-機車
107年11月1日 時分5秒,桃園市八德區東勇街51號,1,普通重型-機車自用-小客車自用-小客車
107年11月1日 7時56分42秒,桃園市中壢區高鐵北路2段口 / 桃園市中壢區領航南路4段口,1,營業用-全聯結車行人-人
107年11月1日 1時1分2秒,南投縣埔里鎮東興一街口 / 南投縣埔里鎮民富路口,1,自用-小貨車(含客、貨兩用)行人-人
107年11月1日 17時分秒,雲林縣水林鄉松北村雲153公路公所路燈9115號前,1,大型重型2(25-55C.C.)-機車
107年11月1日 17時3分48秒,南投縣草屯鎮北勢里玉屏路41之5號西側,1,普通重型-機車行人-人
107年11月2日 時14分秒,彰化縣彰化市陽明里三民路 / 彰化縣彰化市陽明里建國南路,2,自用-小客車普通重型-機車乘客-人
107年11月2日 1時4分秒,桃園市大溪區員林路1段口 / 桃園市大溪區新興街口,1,普通重型-機車公營客運-大客車
107年11月2日 17時31分秒,新竹縣新埔鎮文山里文山路48號西側,1,行人-人普通重型-機車乘客-人
107年11月2日 17時59分秒,高雄市大寮區里188縣道2449路燈號前.公尺,1,普通重型-機車
107年11月2日 18時24分秒,新北市汐止區大同路2段 / 新北市汐止區大同路2段,1,自用-小客車普通重型-機車
107年11月3日 9時4分秒,雲林縣四湖鄉羊調村中洋北路17號前.公尺附近,1,自用-小客車普通重型-機車
107年11月3日 13時35分2秒,雲林縣崙背鄉大有村產業道路(防汛道路)W89 2777575號電表處,1,普通重型-機車
107年11月4日 5時12分秒,新北市三重區重新路5段 / 新北市三重區光復路,1,普通重型-機車自用-小客車
107年11月4日 6時5分秒,新北市新莊區中正路51號前.公尺,1,自用-小客車
107年11月4日 8時42分秒,高雄市三民區里中華三路 / 高雄市三民區三民街,1,自用-小客車普通重型-機車普通重型-機車自用-小客車自用-小客車
107年11月4日 12時35分14秒,屏東縣屏東市台1線 392.8公里北側向機、慢車道,1,普通重型-機車其他人-人
107年11月4日 12時53分秒,嘉義縣大埔鄉台3線 349公里7.公尺處北側,1,普通重型-機車
107年11月4日 14時45分53秒,南投縣鹿谷鄉瑞田村集連巷2號旁,1,普通重型-機車
107年11月4日 16時27分秒,臺北市士林區中山北路5段6號前.公尺,1,大型重型1(55C.C.以上)-機車自用-小客車
107年11月4日 17時28分48秒,花蓮縣壽豐鄉池南村池南路2段58號前.公尺東側,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年11月4日 19時35分秒,彰化縣員林市林厝里東彰路9段 / 彰化縣員林市林厝里山腳路1段,1,腳踏自行車-慢車自用-小客車
107年11月5日 6時26分秒,臺北市松山區富錦街 / 臺北市松山區新東街,1,自用-小貨車(含客、貨兩用)行人-人
107年11月5日 8時5分秒,嘉義縣太保市後潭里產業道路(近衛生所),1,自用-小客車普通重型-機車
107年11月5日 13時36分24秒,臺南市仁德區中洲85號之1(中洲保安宮前路口),1,自用-小客車普通重型-機車
107年11月6日 6時37分秒,桃園市中壢區中榮里中正路南側 / 桃園市中壢區中榮里延平路口,1,民營客運-大客車行人-人
107年11月6日 8時23分38秒,臺南市新化區台2線 16公里4.公尺處南側向內側,1,普通重型-機車自用-小客車
107年11月6日 8時38分秒,臺北市中山區民權東路3段 / 臺北市中山區復興北路,1,普通重型-機車行人-人
107年11月6日 9時3分秒,臺南市玉井區台84線 4公里8.公尺處口,1,自用-小客車普通重型-機車
107年11月6日 17時12分秒,彰化縣二林鎮豐田里太平路 / 彰化縣二林鎮豐田里正思街,1,自用-小貨車(含客、貨兩用)腳踏自行車-慢車
107年11月6日 2時3分秒,新北市石碇區碇坪路1段78號號前1.公尺,1,行人-人民營公車-大客車
107年11月6日 21時31分秒,屏東縣長治鄉德和路51號燈桿約1公尺處,1,普通重型-機車
107年11月6日 22時57分秒,嘉義市西區保福里世賢路1段前.公尺,1,自用-小客車普通重型-機車
107年11月7日 11時分12秒,宜蘭縣礁溪鄉武暖路口 / 宜蘭縣礁溪鄉南北十一路口,1,計程車-小客車自用-小客車乘客-人
107年11月7日 15時54分秒,新竹市東區明湖路52號前.公尺,1,普通重型-機車普通重型-機車
107年11月7日 19時7分秒,桃園市楊梅區梅獅路2段口 / 桃園市楊梅區蘋果路口,1,普通重型-機車
107年11月8日 12時28分秒,新竹市北區新竹臺大醫院前,1,自用-小客車普通重型-機車普通重型-機車自用-小客車自用-小客車普通重型-機車乘客-人自用-小客車
107年11月8日 19時5分秒,花蓮縣新城鄉嘉里路口 / 花蓮縣新城鄉嘉新路口,1,普通重型-機車自用-小客車乘客-人乘客-人
107年11月8日 21時46分秒,高雄市仁武區村水管路3段512號前.公尺,1,普通重型-機車
107年11月8日 22時2分21秒,南投縣中寮鄉義和村永平路447-15號前1.公尺北側,1,普通重型-機車
107年11月9日 時26分秒,桃園市桃園區介壽路555巷132之1號前.公尺南側,1,普通重型-機車
107年11月9日 4時41分秒,臺中市大雅區文雅里中山北路199巷前.公尺,1,自用-小客車行人-人
107年11月9日 4時5分秒,宜蘭縣宜蘭市慈安路35號前.公尺南側,1,自用-小客車腳踏自行車-慢車
107年11月9日 6時18分秒,新竹縣新埔鎮竹115線33.5K處,1,普通重型-機車
107年11月9日 7時9分秒,臺北市大安區光復南路22號前.公尺,1,自用-小客車普通重型-機車
107年11月9日 14時51分秒,臺中市梧棲區頂寮里四維中路157巷前.公尺,1,自用-小客車自用-小客車普通重型-機車
107年11月9日 18時1分秒,屏東縣長治鄉永興路11之3號前.公尺,1,普通重型-機車腳踏自行車-慢車
107年11月9日 19時3分秒,彰化縣彰化市阿夷里建國北路 / 彰化縣彰化市阿夷里建國東路,1,普通重型-機車自用-小客車
107年11月9日 22時4分秒,高雄市鳥松區松藝路鳥松28燈號前.公尺,1,普通重型-機車
107年11月1日 6時16分秒,臺中市太平區永成里長億路前.公尺,1,民營公車-大客車行人-人
107年11月1日 8時16分秒,臺北市萬華區西藏路 / 臺北市萬華區萬大路,1,營業用-半聯結車腳踏自行車-慢車
107年11月1日 8時26分45秒,花蓮縣新城鄉順安村北三棧2號前4.公尺北側,1,自用-小客車乘客-人乘客-人乘客-人乘客-人
107年11月1日 1時25分秒,新北市板橋區浮洲橋機車專用道前.公尺,1,普通重型-機車
107年11月1日 13時36分秒,新竹縣竹北市自強南路與文興路,1,自用-小客車自用-小客車自用-小客車普通重型-機車行人-人
107年11月1日 17時25分秒,嘉義縣中埔鄉和興村中華路727號前.公尺,1,普通重型-機車自用-小客車自用-小貨車(含客、貨兩用)
107年11月1日 21時54分秒,高雄市三民區里吉林街263號前.公尺,1,普通重型-機車行人-人行人-人
107年11月11日 5時14分秒,宜蘭縣冬山鄉協松路51號前.公尺附近,1,普通重型-機車行人-人
107年11月11日 1時11分秒,新北市坪林區北宜公路前.公尺,1,大型重型2(25-55C.C.)-機車
107年11月11日 16時4分秒,南投縣國姓鄉台14線 45公里附近,1,普通重型-機車乘客-人
107年11月12日 13時5分秒,高雄市路竹區里順安路 / 高雄市路竹區新興路,1,自用-大貨車普通重型-機車普通重型-機車
107年11月12日 14時35分秒,彰化縣芳苑鄉漢寶村草漢路漢寶段61弄前.公尺,1,普通重型-機車自用-大貨車
107年11月12日 14時44分59秒,屏東縣新園鄉平和路西側 / 屏東縣新園鄉新南路南側,1,普通重型-機車普通重型-機車
107年11月12日 17時48分37秒,屏東縣獅子鄉台九線469.8K 往台東,1,自用-小貨車(含客、貨兩用)營業用-曳引車
107年11月12日 2時1分秒,新北市蘆洲區三民路 / 新北市蘆洲區民族路,1,腳踏自行車-慢車普通重型-機車
107年11月12日 23時4分28秒,彰化縣和美鎮國道3號 193公里5.公尺處南側向外側,1,自用-小客車自用-小客車自用-小客車其他人-人其他人-人其他人-人
107年11月13日 9時54分秒,高雄市小港區里北林路前.公尺,1,營業用-半聯結車普通重型-機車
107年11月13日 1時31分秒,雲林縣西螺鎮大新里154公路,1,大型重型2(25-55C.C.)-機車
107年11月13日 17時57分秒,高雄市岡山區里大仁北路46號前.公尺,1,普通重型-機車腳踏自行車-慢車
107年11月13日 18時31分秒,臺北市中山區堤頂大道2段 / 臺北市中山區樂群二路,1,大型重型2(25-55C.C.)-機車自用-小客車
107年11月13日 18時38分42秒,桃園市大溪區康莊路與月眉路口(O171112南雅所),1,自用-小貨車(含客、貨兩用)普通重型-機車乘客-人
107年11月13日 23時1分36秒,雲林縣東勢鄉台78線,1,自用-小貨車(含客、貨兩用)自用-小客車乘客-人乘客-人
107年11月14日 9時4分秒,嘉義縣民雄鄉福樂村埤角336號,1,自用-小客車普通重型-機車普通重型-機車普通重型-機車營業用-大貨車普通重型-機車
107年11月14日 9時31分19秒,臺南市新營區太北里省道臺19甲線太子宮146之6號前8.公尺,1,自用-小貨車(含客、貨兩用)普通重型-機車
107年11月14日 9時4分8秒,臺南市關廟區埤頭里關新路2段西側 / 臺南市關廟區埤頭里關新路2段東側,1,自用-小貨車(含客、貨兩用)普通重型-機車
107年11月14日 19時35分46秒,雲林縣斗六市產業道路大B61電桿前,1,普通重型-機車
107年11月15日 12時55分1秒,南投縣國姓鄉石門村中興路5號前.公尺北側,1,自用-小貨車(含客、貨兩用)自用-小客車乘客-人乘客-人乘客-人乘客-人乘客-人乘客-人
107年11月15日 2時47分秒,臺東縣卑南鄉台東縣卑南鄉東興村比利良產業道路,1,自用-小貨車(含客、貨兩用)普通重型-機車
107年11月16日 12時13分55秒,宜蘭縣宜蘭市民權路3段96號前.公尺附近,1,普通重型-機車自用-大貨車乘客-人
107年11月16日 13時55分秒,新竹縣竹北市國道1號 91公里5.公尺處北側向外側,1,營業用-大貨車自用-小客車
107年11月16日 15時15分秒,臺南市白河區縣165線 11公里南側向內側,1,自用-大貨車普通重型-機車
107年11月16日 16時3分秒,高雄市路竹區里復興路 / 高雄市路竹區復興路,1,普通重型-機車營業用-大貨車
107年11月16日 16時51分秒,金門縣金城鎮環島北路一段61號「世明傢俱」前,1,自用-小貨車(含客、貨兩用)普通重型-機車
107年11月17日 6時45分秒,臺北市士林區中正路35巷前.公尺,1,自用-小貨車(含客、貨兩用)行人-人
107年11月17日 15時4分秒,臺北市中山區民權東路3段 / 臺北市中山區龍江路,1,普通重型-機車行人-人
107年11月17日 21時58分秒,臺中市大里區金城里文化街59號前.公尺,1,普通重型-機車自用-小客車乘客-人
107年11月17日 22時2分秒,臺北市中山區民生東路1段 / 臺北市中山區林森北路,1,遊覽車-大客車行人-人
107年11月18日 3時13分秒,新北市金山區臺2甲線道路前.公尺,1,普通重型-機車自用-小客車
107年11月18日 5時6分秒,彰化縣二林鎮後厝里太平路1段78號前.公尺,1,自用-小客車行人-人自用-小客車
107年11月18日 1時3分4秒,嘉義縣大林鎮三和里162線1K處,1,普通重型-機車自用-小客車
107年11月18日 11時5分秒,臺中市西區土庫里五權西路一段237號前.公尺,1,行人-人自用-小客車
107年11月18日 14時56分25秒,屏東縣佳冬鄉大安街與和平路口,1,普通重型-機車自用-小客車
107年11月18日 21時17分52秒,桃園市大園區橫峰里中山南路一段6.5K附近,1,普通重型-機車
107年11月19日 5時23分秒,臺東縣臺東市新生路158號前.公尺,1,行人-人自用-小貨車(含客、貨兩用)
107年11月19日 1時22分秒,桃園市中壢區中園路2段口 / 桃園市中壢區萬能路口,1,普通重型-機車營業用-曳引車
107年11月19日 16時4分秒,彰化縣芳苑鄉文津村芳草路文津段127號前.公尺,1,普通重型-機車普通重型-機車
107年11月19日 18時55分秒,高雄市三民區里汾陽路 / 高雄市三民區黃興路,1,自用-小客車行人-人
107年11月19日 23時58分38秒,臺東縣臺東市知本路3段東側 / 臺東縣臺東市康定街,1,普通重型-機車營業用-大貨車
107年11月2日 時56分秒,宜蘭縣蘇澳鎮海山東路東側 / 宜蘭縣蘇澳鎮忠孝路北側,1,普通重型-機車營業用-曳引車
107年11月2日 1時3分秒,臺中市潭子區東寶里雅潭路三段2號前.公尺,1,普通輕型-機車自用-小貨車(含客、貨兩用)
107年11月2日 16時3分秒,臺中市西屯區永安里西屯路三段前.公尺,1,普通重型-機車
107年11月21日 18時52分39秒,桃園市中壢區新生路2段口 / 桃園市中壢區新生路2段口,1,電動自行車-慢車普通重型-機車
107年11月22日 5時5分秒,基隆市信義區仁一路 / 基隆市信義區月眉路,1,行人-人普通重型-機車
107年11月22日 1時44分秒,高雄市鳳山區鳳頂路 / 高雄市鳳山區頂庄路,1,自用-小貨車(含客、貨兩用)普通重型-機車
107年11月22日 2時19分22秒,臺南市永康區大灣路口 / 臺南市永康區南興路,1,普通重型-機車普通重型-機車
107年11月22日 22時7分秒,新北市三重區中山橋機車道路前.公尺,1,普通重型-機車
107年11月23日 3時29分秒,桃園市桃園區成功路3段口 / 桃園市桃園區長壽路口,1,自用-小客車普通重型-機車
107年11月23日 17時8分秒,臺中市大甲區義和里中山路一段前.公尺,1,普通重型-機車營業用-半聯結車
107年11月23日 19時17分秒,雲林縣臺西鄉海南村民族路附近 / 雲林縣臺西鄉海南村文化路附近,1,行人-人普通重型-機車
107年11月23日 19時48分秒,屏東縣里港鄉過江路7之5號,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年11月24日 5時33分秒,彰化縣秀水鄉馬興村彰馬街97弄1-1號前.公尺前,1,行人-人普通重型-機車
107年11月24日 1時39分秒,南投縣名間鄉1號道路與彰南路(名間國小右後方)路口,1,普通重型-機車自用-小貨車(含客、貨兩用)乘客-人
107年11月24日 12時59分秒,臺北市北投區竹子湖路前.公尺,1,大型重型2(25-55C.C.)-機車自用-小客車腳踏自行車-慢車乘客-人乘客-人
107年11月24日 17時58分秒,澎湖縣馬公市縣24線 5.公尺處西側向外側,1,普通重型-機車行人-人
107年11月24日 22時41分秒,新北市新店區長興路前.公尺,1,普通重型-機車
107年11月25日 1時3分秒,彰化縣花壇鄉三春村彰員路1段 / 彰化縣花壇鄉三春村三芬路,1,自用-小客車普通重型-機車
107年11月25日 11時3分45秒,桃園市八德區大強里東勇街616巷85號前.公尺,1,普通重型-機車普通重型-機車
107年11月25日 11時31分秒,高雄市仁武區八德一路8-2號前.公尺前,1,營業用-曳引車普通重型-機車
107年11月25日 16時51分秒,臺南市南區中華西路1段北側 / 臺南市南區新平路東側,1,自用-小客車大型重型1(55C.C.以上)-機車
107年11月25日 17時3分27秒,南投縣埔里鎮籃城里中正路141號東側,1,普通重型-機車自用-曳引車
107年11月25日 19時51分秒,新北市土城區中央路4段281號前.公尺,1,行人-人民營公車-大客車
107年11月26日 4時16分秒,高雄市內門區縣道182前.公尺,1,自用-小客車乘客-人乘客-人乘客-人
107年11月26日 6時48分秒,臺中市北屯區陳平里敦化路一段588號前.公尺,1,自用-小客車行人-人
107年11月26日 8時2分2秒,臺南市白河區南92-1 1公里8.公尺處,1,普通重型-機車自用-小客車
107年11月26日 11時35分秒,桃園市大園區大工路21號,1,腳踏自行車-慢車自用-小貨車(含客、貨兩用)
107年11月26日 18時22分秒,臺中市西屯區鵬程里大鵬路前.公尺,1,普通重型-機車自用-曳引車
107年11月27日 時1分秒,臺中市北屯區同榮里環中路一段前.公尺,1,租賃車-小客車
107年11月27日 5時4分秒,彰化縣田中鎮新庄里中南路3段前.公尺,1,普通重型-機車腳踏自行車-慢車自用-小貨車(含客、貨兩用)
107年11月27日 9時4分秒,臺東縣臺東市連航路口 / 臺東縣臺東市蘭州街口,1,普通重型-機車自用-小客車
107年11月27日 16時37分秒,雲林縣土庫鎮南平里158公路與158甲公路口,1,普通重型-機車自用-小客車
107年11月28日 7時3分46秒,臺南市東區東門路2段26號前.公尺東側,1,自用-小客車普通重型-機車自用-小客車
107年11月28日 1時5分秒,臺東縣臺東市建農里知本路1段72號前.公尺,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年11月28日 11時35分秒,新北市新莊區重新堤外道路 / 新北市新莊區重新堤外道路,1,腳踏自行車-慢車普通重型-機車
107年11月28日 14時1分秒,臺中市龍井區福田里臨港東路二段345號前.公尺,1,營業用-大貨車普通重型-機車
107年11月28日 14時29分31秒,新竹縣竹東鎮中正路26號,1,工程車-特種車行人-人
107年11月28日 16時56分秒,基隆市七堵區八德路2-1號前.公尺,1,普通重型-機車營業用-大貨車
107年11月29日 3時25分秒,高雄市楠梓區加昌路 / 高雄市楠梓區秀群路,1,普通重型-機車普通重型-機車
107年11月29日 7時36分秒,澎湖縣白沙鄉澎9號線 13.公尺處西側,1,自用-小客車
107年11月29日 1時5分秒,臺中市烏日區九德里建國路前.公尺,1,普通重型-機車大型重型2(25-55C.C.)-機車
107年11月29日 21時45分秒,花蓮縣新城鄉台9線 195公里2.公尺處南側向外側,1,自用-小客車營業用-曳引車乘客-人乘客-人
107年11月3日 6時12分秒,南投縣名間鄉彰南路與大老巷,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年11月3日 9時4分秒,新北市林口區中山路99號前.公尺,1,營業用-大貨車普通重型-機車
107年11月3日 17時5分秒,桃園市楊梅區高榮里幼獅路1段92號前.公尺南側,1,遊覽車-大客車普通重型-機車
107年11月3日 21時15分36秒,桃園市龜山區國道1號 41公里8.公尺處南側,1,自用-小客車自用-小貨車(含客、貨兩用)
107年11月3日 23時25分7秒,苗栗縣頭份市信德路261號旁,1,普通重型-機車
107年12月1日 1時15分秒,臺北市中山區民權東路1段48號前.公尺,1,計程車-小客車行人-人
107年12月1日 9時45分秒,新北市三重區新北大道1段3號前.公尺,1,腳踏自行車-慢車普通重型-機車乘客-人
107年12月1日 11時3分秒,臺南市西港區後營里市道173線後營35號前.公尺,1,普通重型-機車自用-小客車
107年12月2日 2時分5秒,南投縣埔里鎮中心路247巷15號,1,普通重型-機車自用-小客車
107年12月2日 4時27分59秒,苗栗縣通霄鎮五南里慈雲寺前,1,行人-人自用-小客車
107年12月2日 6時6分5秒,屏東縣滿州鄉港口村公舘路段,1,普通重型-機車行人-人
107年12月2日 14時15分秒,彰化縣福興鄉麥厝村沿海路1段125號前.公尺,1,普通重型-機車自用-小客車乘客-人
107年12月2日 16時3分秒,屏東縣屏東市歸仁南路56號前.公尺,1,普通重型-機車
107年12月3日 時1分秒,桃園市楊梅區三湖里泰圳路126號前.公尺北側,1,自用-小客車
107年12月3日 1時59分秒,臺北市大安區忠孝東路3段 / 臺北市大安區復興南路1段,1,自用-小客車普通重型-機車
107年12月3日 8時12分秒,新北市瑞芳區逢甲路前.公尺,1,普通重型-機車
107年12月3日 8時32分秒,嘉義縣六腳鄉灣南村灣內119號前路口(嘉56線道起點),1,普通重型-機車自用-小客車自用-小貨車(含客、貨兩用)
107年12月3日 9時39分秒,嘉義縣布袋鎮江山里產業道路考試潭55電力桿對面,1,普通重型-機車
107年12月3日 1時53分秒,高雄市左營區村富民路 / 高雄市左營區大順一路,1,普通重型-機車行人-人乘客-人
107年12月4日 5時28分秒,彰化縣彰化市福山里彰南路1段 / 彰化縣彰化市福山里福東街,1,腳踏自行車-慢車營業用-小貨車(含客、貨兩用)
107年12月4日 6時5分秒,花蓮縣秀林鄉台9線 174公里6.公尺處東側向中線,1,普通重型-機車營業用-大貨車
107年12月4日 7時52分秒,苗栗縣通霄鎮通南里中山路口 / 苗栗縣通霄鎮通南里南華路口,1,普通重型-機車自用-小客車
107年12月4日 9時4分秒,新北市淡水區坪頂路前.公尺,1,普通重型-機車遊覽車-大客車
107年12月4日 9時34分秒,臺中市烏日區五光里環河路一段前.公尺,1,營業用-小貨車(含客、貨兩用)普通重型-機車
107年12月4日 9時45分秒,彰化縣彰化市文化里三民路 / 彰化縣彰化市文化里中民街,1,自用-小貨車(含客、貨兩用)行人-人
107年12月4日 17時3分45秒,桃園市蘆竹區長春路5號前,1,普通重型-機車普通重型-機車乘客-人
107年12月4日 18時分秒,臺南市東區自由路2段北側 / 臺南市東區自由路2段,1,普通重型-機車行人-人
107年12月4日 18時6分49秒,苗栗縣南庄鄉田美村2鄰田美44號,1,自用-小貨車(含客、貨兩用)普通重型-機車
107年12月5日 4時42分秒,新北市貢寮區臺2線道路前.公尺,1,營業用-曳引車
107年12月5日 7時35分14秒,南投縣南投市千秋路222號附近(路燈1274號),1,普通重型-機車
107年12月5日 7時47分秒,嘉義縣大林鎮三村里潭墘產業道路,1,普通重型-機車
107年12月5日 22時分秒,臺南市安定區中榮里南134線西向路段,1,自用-小客車
107年12月6日 7時43分23秒,苗栗縣南庄鄉員林村2鄰下員林68-3號前,1,自用-小客車普通重型-機車乘客-人
107年12月6日 7時45分48秒,雲林縣臺西鄉台61線,1,營業用-大貨車自用-小貨車(含客、貨兩用)自用-小客車
107年12月6日 11時58分11秒,臺南市永康區尚頂里正南一街南側 / 臺南市永康區正南一街北側,1,普通重型-機車行人-人自用-小貨車(含客、貨兩用)
107年12月7日 7時4分26秒,宜蘭縣三星鄉上將路三段398巷口,1,行人-人普通重型-機車
107年12月7日 1時53分秒,新北市樹林區中山路3段19號前.公尺,1,普通重型-機車營業用-全聯結車
107年12月7日 17時1分秒,高雄市小港區村翠亨南路 / 高雄市小港區福隆街,1,自用-小貨車(含客、貨兩用)普通重型-機車
